"article_id","product_code","name","product_type_no","product_type_name","category","graphical_appearance_no","graphical_appearance_name","colour_group_code","colour_group_name","perceived_colour_value_id","perceived_colour_value_name","perceived_colour_master_id","perceived_colour_master_name","department_no","department_name","index_code","index_name","index_group_no","index_group_name","section_no","section_name","garment_group_no","garment_group_name","description","price"
625405002,625405,"SB Chris Fleece Hood",308,"Hoodie","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",6281,"Bottoms Girls","S","Sport",26,"Sport",49,"Kids Sports",1001,"Unknown","Jacket in soft fleece with contrasting colour details, a stand-up collar and mesh-lined hood. Zip down the front with a chin guard, and zipped front pockets. Unlined.",68.09
738501002,738501,"PE EMMY co/silk CAMILSOLE",253,"Vest top","Garment Upper body",1010016,"Solid",31,"Light Orange",1,"Dusty Light",3,"Orange",3080,"Take Care External","A","Ladieswear",1,"Ladieswear",97,"Collaborations",1001,"Unknown","Strappy top in soft jersey made from a silk and cotton blend with a slightly deeper neckline front and back.",24.08
621735015,621735,"Pete ss poplin  (1)",259,"Shirt","Garment Upper body",1010016,"Solid",19,"Greenish Khaki",2,"Medium Dusty",20,"Khaki green",5767,"Shirt","F","Menswear",3,"Menswear",21,"Contemporary Casual",1011,"Shirts","Short-sleeved shirt in cotton poplin with a button-down collar, open chest pocket, yoke with a pleat at the back and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette.",32.52
701574003,701574,"Nat ls linnen mix solid",259,"Shirt","Garment Upper body",1010016,"Solid",72,"Blue",2,"Medium Dusty",2,"Blue",5767,"Shirt","F","Menswear",3,"Menswear",21,"Contemporary Casual",1011,"Shirts","Shirt in an airy linen and cotton blend with a turn-down collar, classic front and yoke at the back. Open chest pocket, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.",59.43
788107003,788107,"Suraiya dress",265,"Dress","Garment Full body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1641,"Jersey","A","Ladieswear",1,"Ladieswear",18,"Womens Trend",1005,"Jersey Fancy","Short, straight-cut dress in ribbed jersey with short, flounce-trimmed sleeves, a seam and detachable tie belt at the waist and a flounce at the hem. Unlined.",11.39
594581011,594581,"HAPPY PRICE SS TEE",255,"T-shirt","Garment Upper body",1010017,"Stripe",82,"Turquoise",5,"Bright",7,"Turquoise",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","T-shirt in soft cotton jersey with a print motif.",69.42
695166007,695166,"Cool Edith 2p headband",74,"Hair/alice band","Accessories",1010001,"All over pattern",33,"Dark Orange",5,"Bright",3,"Orange",4343,"Hair Accessories","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Hairbands in an airy weave. Can be worn around the head or a ponytail.",35.19
213691075,213691,"H-string Jersey",73,"Hair string","Accessories",1010016,"Solid",93,"Dark Green",7,"Medium",19,"Green",3946,"Small Accessories","D","Divided",2,"Divided",52,"Divided Accessories",1019,"Accessories","Hair elastics.",95.94
698328012,698328,"ZEBRA CF TVP",252,"Sweater","Garment Upper body",1010008,"Front print",10,"White",3,"Light",9,"White",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","Top in lightweight sweatshirt fabric with dropped shoulders, and ribbing around the neckline, cuffs and hem.",76.41
643421001,643421,"SHORTS PLAY AGAIN",274,"Shorts","Garment Lower body",1010023,"Denim",72,"Blue",2,"Medium Dusty",2,"Blue",7956,"Kids Boy Denim","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1016,"Trousers Denim","5-pocket knee-length shorts in washed stretch denim with worn details and a text print on the coin and back pocket. Adjustable elasticated waist and zip fly and button.",59.89
905781001,905781,"PETITE Madeleine HW woven TRS",272,"Trousers","Garment Lower body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1747,"Trousers","D","Divided",2,"Divided",53,"Divided Collection",1009,"Trousers","Ankle-length trousers in an airy viscose weave. High waist with covered elastication and a small frill trim, side pockets and tapered legs.",42.04
907615001,907615,"Thea Sweater",252,"Sweater","Garment Upper body",1010016,"Solid",7,"Grey",2,"Medium Dusty",12,"Grey",2034,"Knitwear","A","Ladieswear",1,"Ladieswear",8,"Mama",1003,"Knitwear","Jumper in soft, fine-knit viscose with a frill-trimmed collar in a cotton weave and long sleeves.",32.3
724338003,724338,"Meadow shorts",274,"Shorts","Garment Lower body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Shorts in soft cotton jersey with an elasticated waist, fake fly, frill-trimmed fake pockets at the front and real pockets at the back.",65.05
906393001,906393,"Alicia",265,"Dress","Garment Full body",1010017,"Stripe",9,"Black",4,"Dark",5,"Black",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","Calf-length dress in soft cotton jersey with a round, rib-trimmed neckline and short sleeves. Seam at the waist with narrow, concealed elastication and a gently flared skirt with a wrapover front. Unlined.",47.76
867837001,867837,"APRIL TIE BLOUSE S.S",258,"Blouse","Garment Upper body",1010004,"Check",9,"Black",4,"Dark",5,"Black",8713,"Young Girl Dresses","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1014,"Dresses/Skirts girls","Sleeveless blouse in an airy weave with a collar, buttons down the front, chest pocket, yoke with pleat at the back and ties at the hem.",78.21
848869001,848869,"wow item BFF swettis",252,"Sweater","Garment Upper body",1010007,"Embroidery",9,"Black",4,"Dark",5,"Black",4091,"Price Items","D","Divided",2,"Divided",50,"Divided Projects",1001,"Unknown","Friendship tops in soft sweatshirt fabric made from a cotton blend with an embroidered motif on the front. Round neckline, low dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside.",11.3
710695001,710695,"PAM CANVAS CAP",69,"Cap/peaked","Accessories",1010016,"Solid",51,"Light Pink",1,"Dusty Light",4,"Pink",3945,"Knit & Woven","D","Divided",2,"Divided",52,"Divided Accessories",1019,"Accessories","Cap in cotton twill with an adjustable metal fastening at the back.",20.45
653499002,653499,"Pattersson ballerina",86,"Ballerinas","Shoes",1010016,"Solid",12,"Light Beige",1,"Dusty Light",11,"Beige",3527,"Flats","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Slingback ballet pumps in imitation suede with pointed toes and a scalloped edge. Satin linings and insoles and rubber soles.",14.14
769102016,769102,"3P LS PJ",295,"Pyjama jumpsuit/playsuit","Nightwear",1010001,"All over pattern",6,"Light Grey",1,"Dusty Light",12,"Grey",6563,"Baby Nightwear","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1017,"Under-, Nightwear","Long-sleeved, all-in-one pyjamas in soft, organic cotton jersey.",13.67
824944001,824944,"Abby dress V5",265,"Dress","Garment Full body",1010015,"Sequin",9,"Black",4,"Dark",5,"Black",1666,"Jersey","A","Ladieswear",1,"Ladieswear",11,"Womens Tailoring",1005,"Jersey Fancy","Short, straight-cut dress in sequined mesh with an opening and button at the back of the neck and 3/4-length sleeves. Jersey lining.",73.33
861036001,861036,"Spritz top",258,"Blouse","Garment Upper body",1010016,"Solid",10,"White",3,"Light",9,"White",1941,"Blouse & Dress","A","Ladieswear",1,"Ladieswear",18,"Womens Trend",1010,"Blouses","Blouse in a crisp weave with gathered seams at the front, back and sides. Opening and button at the back of the neck, a concealed zip in one side and long puff sleeves. Unlined.",86.99
739821001,739821,"HAPPY TEE TP",255,"T-shirt","Garment Upper body",1010001,"All over pattern",72,"Blue",5,"Bright",7,"Turquoise",7648,"Kids Boy Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1005,"Jersey Fancy","T-shirt in cotton jersey with a print motif and a ribbed trim around the neckline.",52.68
588299002,588299,"Stud Tee (1)",255,"T-shirt","Garment Upper body",1010002,"Application/3D",9,"Black",4,"Dark",5,"Black",5962,"Jersey Fancy DS","D","Divided",2,"Divided",58,"Divided Selected",1005,"Jersey Fancy","Long T-shirt in soft jersey with studs around the neckline and sleeves, and a rounded hem. Slightly longer at the back.",18.81
610822019,610822,"Miles s/s t-shirt",255,"T-shirt","Garment Upper body",1010008,"Front print",21,"Light Yellow",5,"Bright",19,"Green",8748,"Young Boy Jersey Fancy","I","Children Sizes 134-170",4,"Baby/Children",47,"Young Boy",1005,"Jersey Fancy","T-shirt in soft, printed cotton jersey with a ribbed neckline.",54.25
659373002,659373,"Snap shorts",274,"Shorts","Garment Lower body",1010016,"Solid",8,"Dark Grey",4,"Dark",12,"Grey",5690,"Shorts","F","Menswear",3,"Menswear",55,"Contemporary Street",1025,"Shorts","Shorts in a textured cotton weave with an elasticated drawstring waist, side pockets and a back pocket with a press-stud.",52.61
623330001,623330,"Amazing tee",255,"T-shirt","Garment Upper body",1010016,"Solid",13,"Beige",1,"Dusty Light",1,"Mole",5962,"Jersey Fancy DS","D","Divided",2,"Divided",58,"Divided Selected",1005,"Jersey Fancy","Loose-fitting jersey top in a viscose blend with short cap sleeves and a rounded hem. Longer at the back.",25.59
516000090,516000,"ESSENTIAL AGNES",255,"T-shirt","Garment Upper body",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","Fitted top in stretch jersey with a round neck and long sleeves.",49.05
736531005,736531,"Hazelnut Brazilian Azalea Low",286,"Underwear bottom","Underwear",1010016,"Solid",10,"White",3,"Light",9,"White",1338,"Expressive Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset and string back.",65.43
507092002,507092,"Rebecka sweater",252,"Sweater","Garment Upper body",1010010,"Melange",73,"Dark Blue",4,"Dark",2,"Blue",8718,"Young Girl Knitwear","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1003,"Knitwear","Jumper in a soft knit containing some wool with long raglan sleeves and ribbing at the cuffs and hem.",45.87
514692019,514692,"Printed Tank",253,"Vest top","Garment Upper body",1010008,"Front print",9,"Black",4,"Dark",5,"Black",5882,"Jersey Fancy","F","Menswear",3,"Menswear",55,"Contemporary Street",1005,"Jersey Fancy","Vest top in cotton jersey with a print motif.",14.08
762666002,762666,"COZY PIETER JOGGER(1)",272,"Trousers","Garment Lower body",1010016,"Solid",6,"Light Grey",1,"Dusty Light",12,"Grey",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","Joggers in jersey with a soft, brushed finish. Elasticated, drawstring waist, side pockets and tapered legs.",67.16
870517003,870517,"Chelsea fancy crew",252,"Sweater","Garment Upper body",1010015,"Sequin",43,"Dark Red",4,"Dark",18,"Red",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Top in soft sweatshirt fabric with gently dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.",6
783346006,783346,"Primo slacks",272,"Trousers","Garment Lower body",1010004,"Check",12,"Light Beige",1,"Dusty Light",9,"White",1722,"Trouser","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1009,"Trousers","Ankle-length cigarette trousers in a stretch weave with a regular waist that is elasticated at the back. Fake welt back pockets and slim legs with creases.",43.72
785622001,785622,"Lara Utility Boot BG",87,"Boots","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",4321,"Young Girl Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Boots in imitation leather with an ankle-height shaft, lacing at the front and a zip on one side. Fabric linings and insoles and chunky soles. Heel 2.5 cm.",66.33
877078004,877078,"SBC CURVED PEAK",69,"Cap/peaked","Accessories",1010014,"Placement print",9,"Black",4,"Dark",5,"Black",4222,"Young Boy Big Acc","J","Children Accessories, Swimwear",4,"Baby/Children",45,"Kids Outerwear",1019,"Accessories","Twill cap with a motif on the front, sweatband in a cotton weave and an adjustable plastic fastener at the back.",55.28
519524003,519524,"LETICIA Frill Bikini",299,"Swimwear set","Swimwear",1010017,"Stripe",72,"Blue",3,"Light",2,"Blue",4320,"Young Girl Swimwear","J","Children Accessories, Swimwear",4,"Baby/Children",43,"Kids Accessories, Swimwear & D",1018,"Swimwear","Fully lined, patterned bikini with frills. Top with an adjustable tie at the back of the neck and a plastic fastener at the back.",87.08
667146002,667146,"DELUXE SUPREME",273,"Leggings/Tights","Garment Lower body",1010016,"Solid",43,"Dark Red",4,"Dark",18,"Red",8310,"Ladies Sport Bottoms","S","Sport",26,"Sport",5,"Ladies H&M Sport",1005,"Jersey Fancy","Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed key pocket in the waistband.",69.28
746142001,746142,"LOGG Somme",265,"Dress","Garment Full body",1010017,"Stripe",72,"Blue",7,"Medium",2,"Blue",1909,"Woven top","A","Ladieswear",1,"Ladieswear",2,"H&M+",1010,"Blouses","Knee-length dress in an airy linen and cotton blend with a collar, buttons down the front and a yoke with a pleat at the back. Open chest pocket, long sleeves with buttoned cuffs, a seam and tie belt at the waist, and short slits in the sides. Unlined.",24.66
589764003,589764,"Kaia Push Balboa",306,"Bra","Underwear",1010016,"Solid",73,"Dark Blue",2,"Medium Dusty",2,"Blue",1338,"Expressive Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Soft, non-wired, push-up bra with decorative straps and moulded, padded triangular cups for a larger bust and fuller cleavage. Adjustable shoulder straps, elasticated hem and no fasteners.",67.82
757810001,757810,"Larry LS Tee",255,"T-shirt","Garment Upper body",1010016,"Solid",10,"White",3,"Light",9,"White",5882,"Jersey Fancy","F","Menswear",3,"Menswear",55,"Contemporary Street",1005,"Jersey Fancy","Long-sleeved top in soft cotton jersey with ribbed cuffs.",16.35
514157001,514157,"HILDA",87,"Boots","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3529,"Boots","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Ankle boots in imitation suede with covered block heels and a soft shaft with a zip in one side. Fabric linings, imitation leather insoles and rubber soles. Heel 7 cm.",12.39
748510001,748510,"Harry 5-p anklesock BB",302,"Socks","Socks & Tights",1010001,"All over pattern",7,"Grey",1,"Dusty Light",12,"Grey",4224,"Young Boy Socks","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1021,"Socks and Tights","Jacquard-knit socks in a soft cotton blend with elasticated tops.",62.72
609023001,609023,"AVOCADO HOOD",252,"Sweater","Garment Upper body",1010016,"Solid",73,"Dark Blue",7,"Medium",2,"Blue",5828,"Jersey Fancy","F","Menswear",3,"Menswear",20,"Contemporary Smart",1005,"Jersey Fancy","Top in sturdy sweatshirt fabric with a jersey-lined drawstring hood with a wrapover front, dropped shoulders, a kangaroo pocket and ribbed cuffs.",61.79
541491008,541491,"Ronny R-neck",255,"T-shirt","Garment Upper body",1010016,"Solid",19,"Greenish Khaki",4,"Dark",20,"Khaki green",5883,"Jersey Basic","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Round-necked jersey T-shirt in a cotton blend.",94.62
528005002,528005,"LOGG Hilda jacket",262,"Jacket","Garment Upper body",1010016,"Solid",83,"Dark Turquoise",2,"Medium Dusty",19,"Green",1929,"Outwear","A","Ladieswear",1,"Ladieswear",2,"H&M+",1007,"Outdoor","Jacket in a sturdy cotton weave with a lined hood, stand-up collar and zip and wind flap with concealed press-studs down the front. Handwarmer pockets and flap patch pockets with press-studs. Partly lined.",44.94
791926001,791926,"DIV Linn HW treggings",272,"Trousers","Garment Lower body",1010023,"Denim",72,"Blue",7,"Medium",2,"Blue",1652,"Divided+","D","Divided",2,"Divided",50,"Divided Projects",1001,"Unknown","Ankle-length treggings in washed denim with a high waist, zip fly and button and two open back pockets. Tapered legs with patterned side stripes.",67.9
567781001,567781,"SB Nate M65",262,"Jacket","Garment Upper body",1010016,"Solid",19,"Greenish Khaki",2,"Medium Dusty",20,"Khaki green",7852,"Kids Boy Outdoor","H","Children Sizes 92-140",4,"Baby/Children",45,"Kids Outerwear",1007,"Outdoor","Cotton twill jacket with badges, printed text and a stand-up collar with a zip. Zip down the front, wind flap with concealed press-studs, chest pockets and flap front pockets with a button. Decorative shoulder tabs and buttoned cuffs. Lined.",59.11
